query,label
SELECT * FROM form_settings_summary WHERE organization_id IN (SELECT organization_id FROM organizations WHERE facility_updated_at > tool_updated_at) AND updated_by = REVERSE(organization_name) AND tools_id IN (SELECT number FROM perfect_squares) AND organization_id IN (SELECT organization_id FROM partnerships WHERE institution_type = 'Academic') AND facility_passed_safety_inspection = true AND industry_award IS NOT NULL;,anti_pattern_select_star
SELECT Shop_Name FROM shop ORDER BY Open_Year DESC LIMIT 1,simple_select
SELECT T1.id FROM trip AS T1 JOIN station AS T2 ON T1.start_station_id  =  T2.id ORDER BY T2.dock_count DESC LIMIT 1,simple_join
"SELECT * FROM transactions WHERE transaction_time BETWEEN CAST(CONCAT(DATE_SUB(CURDATE(), INTERVAL 1 DAY), ' 18:00:00') AS DATETIME) AND CAST(CONCAT(CURDATE(), ' 00:00:00') AS DATETIME);",anti_pattern_select_star
SELECT COUNT(*) AS max_hazards_created FROM hazards GROUP BY DATE(created_at) ORDER BY max_hazards_created DESC LIMIT 1;,aggregation
SELECT * FROM hazards WHERE created_at BETWEEN '2023-06-21' AND '2023-06-25',anti_pattern_select_star
"SELECT name, `order` FROM event_staff_roles ORDER BY name DESC;",simple_select
SELECT * FROM assets WHERE asset_type_id = 'AT005' AND pharmacies_id <> 'Pharma1';,anti_pattern_select_star
"SELECT name, trial_end_date FROM organizations ORDER BY trial_end_date ASC;",simple_select
"SELECT count(*) FROM courses AS T1 JOIN student_course_attendance AS T2 ON T1.course_id = T2.course_id WHERE T1.course_name = ""English""",aggregation
SELECT * FROM staff_directory WHERE user_id IN (SELECT number FROM primes) AND job_title LIKE '%Expert%' AND professional_certification IS NOT NULL AND leadership_award = true AND management_training_program_completion = true;,anti_pattern_select_star
"SELECT name, trial_end_date FROM organizations ORDER BY trial_end_date ASC;",simple_select
"SELECT event_id, date_created FROM events WHERE created_by = 'your_user_id' AND date_created BETWEEN 'start_date' AND 'end_date';",conditional_select
SELECT * FROM formsettings_summarytools;,anti_pattern_select_star
"SELECT hazards., pharmacies. FROM hazards LEFT JOIN pharmacies ON hazards.pharmacies_id = pharmacies.id;",simple_join
"SELECT post_id, COUNT(*) AS like_count FROM likes GROUP BY post_id;",aggregation
"SELECT allergy ,  allergytype FROM Allergy_type",simple_select
"SELECT event.*, facility.name AS facility_name, facility.address1, facility.address2  FROM event   JOIN facility ON event.facility_id = facility.id   ORDER BY event.created_at DESC;",simple_join
SELECT * FROM staff_directory WHERE official_user_id = 'OU031' OR employee_id = 'E4567';,anti_pattern_select_star
SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,simple_select
"SELECT * FROM formsettings_summarytools WHERE tools_id NOT IN (500, 600);",anti_pattern_select_star
"SELECT document_id , count(copy_number) FROM Draft_Copies GROUP BY document_id ORDER BY count(copy_number) DESC LIMIT 1;",aggregation
SELECT COUNT(*) AS total_actions FROM event_actions;,aggregation
"SELECT f.*, a.* FROM facilities f JOIN assets a ON f.asset_id = a.asset_id;",simple_join
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-12-14';,anti_pattern_select_star
SELECT * FROM pharmacies WHERE activate_at BETWEEN '2023-06-01' AND '2023-06-30';,anti_pattern_select_star
SELECT * FROM organizations WHERE created_at > '2023-01-01' AND updated_at < '2023-06-30';,anti_pattern_select_star
SELECT T2.Weight FROM entrepreneur AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID ORDER BY T1.Money_Requested DESC,simple_join
SELECT * FROM event_staff_roles WHERE order >= 3;,anti_pattern_select_star
"SELECT * FROM formsettings_summarytools WHERE tools_id IN (500, 600) AND facility_id NOT IN (100, 200);",anti_pattern_select_star
SELECT name FROM stadium EXCEPT SELECT T2.name FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  =  2014,simple_join
"SELECT updated_by, COUNT(*) AS count FROM formsettings_summarytools GROUP BY updated_by;",aggregation
SELECT count(DISTINCT product_type_code) FROM products,aggregation
"SELECT full_name, role_id FROM users WHERE organization_id = 'your_organization_id';",conditional_select
"SELECT hazards.name, pharmacies.updated_at FROM hazards JOIN pharmacies ON hazards.pharmacies_id = pharmacies.pharmacies_id WHERE hazards.name LIKE '%radiation%'",simple_join
"SELECT * FROM users WHERE is_active = 1 AND DAYOFWEEK(updated_at) IN (1, 7);",anti_pattern_select_star
SELECT DISTINCT instrument FROM Instruments,simple_select
SELECT name FROM member WHERE address  =  'Harford' OR address  =  'Waterbury',conditional_select
SELECT * FROM pharmacies ORDER BY name DESC;,anti_pattern_select_star
SELECT student_id FROM student_course_attendance,simple_select
"SELECT T4.crs_description ,  T4.crs_credit FROM CLASS AS T1 JOIN enroll AS T2 ON T1.class_code  =  T2.class_code JOIN student AS T3 ON T3.stu_num  =  T2.stu_num JOIN course AS T4 ON T4.crs_code  =  T1.crs_code WHERE T3.stu_lname  =  'Smithson'",join_heavy
"SELECT forms_id, COUNT(*) AS count FROM event_staff_roles GROUP BY forms_id;",aggregation
"SELECT T1.Aircraft ,  T1.Description FROM aircraft AS T1 JOIN airport_aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN airport AS T3 ON T2.Airport_ID  =  T3.Airport_ID WHERE T3.Total_Passengers  >  10000000",join_heavy
"SELECT AVG(T2.UnitPrice) FROM GENRE AS T1 JOIN TRACK AS T2 ON T1.GenreId  =  T2.GenreId WHERE T1.Name  =  ""Rock""",aggregation
SELECT name FROM buildings WHERE id NOT IN (SELECT building_id FROM Office_locations),nested_query
SELECT * FROM staff_directory WHERE employee_id LIKE 'EMP-%';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT194';,anti_pattern_select_star
"SELECT event_type_id, MAX(created_at) FROM event GROUP BY event_type_id;",aggregation
"SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name",aggregation
SELECT * FROM events WHERE users_fullname LIKE '%Smith%' AND harmt > 20;,anti_pattern_select_star
SELECT * FROM events WHERE harmt = REVERSE(harmt) AND event_type = 'Conference' AND event_location = REVERSE(event_location) AND event_sponsor = 'Well-known Company' AND guest_speaker IS NOT NULL AND featured_in_publication = true AND diverse_attendees_countries = true AND positive_feedback_event_participants = true;,anti_pattern_select_star
"SELECT t1.product_name ,  count(*) FROM products AS t1 JOIN complaints AS t2 ON t1.product_id  =  t2.product_id GROUP BY t1.product_name",aggregation
SELECT * FROM hazards WHERE created_at BETWEEN '2023-06-21' AND '2023-06-25';,anti_pattern_select_star
SELECT count(*) FROM airlines WHERE country  =  'Russia',aggregation
"SELECT organization_id, COUNT(*) AS count FROM formsettings_summarytools GROUP BY organization_id;",aggregation
"SELECT max(settlement_amount) ,  min(settlement_amount) FROM settlements",aggregation
SELECT * FROM assets LIMIT 95;,anti_pattern_select_star
SELECT * FROM staff_directory WHERE official_user_id = 'OU030' OR employee_id = 'E3456';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT224';,anti_pattern_select_star
"SELECT user_id, event_type_id, AVG(harm_level_id) FROM event GROUP BY user_id, event_type_id;",aggregation
"SELECT min(amount_of_transaction) FROM TRANSACTIONS WHERE transaction_type_code  =  ""PUR"" AND share_count  >  50",aggregation
SELECT * FROM pharmacies WHERE activate_at >= CURRENT_TIMESTAMP - INTERVAL '1 hour';,anti_pattern_select_star
SELECT * FROM users WHERE profiles_id = 'P031' OR type = 'Manager';,anti_pattern_select_star
SELECT count(*) FROM inventory WHERE store_id  =  1,aggregation
SELECT * FROM staff_directory WHERE official_user_id = 'OU026' OR employee_id = 'E9012';,anti_pattern_select_star
"SELECT sf_id, profile_id FROM users WHERE sf_id = 'your_sf_id' AND organization_id = 'your_organization_id';",conditional_select
"SELECT * FROM event_staff_roles WHERE \order\"" >= 10 AND forms_id NOT IN (100 200) ORDER BY name ASC LIMIT 5;""",anti_pattern_select_star
"SELECT facility_id, MAX(updated_at) AS max_updated_date FROM formsettings_summarytools GROUP BY facility_id;",aggregation
SELECT title FROM albums WHERE title LIKE 'A%' ORDER BY title;,conditional_select
"SELECT * FROM users WHERE DATE(update_date) = POWER(2, sf_id) AND email_verified = true AND skill_endorsement IS NOT NULL AND performance_award IS NOT NULL AND contributed_to_successful_project = true AND mentored_employees = true AND invited_to_speak_at_conferences = true;",anti_pattern_select_star
"SELECT harm_level_id, COUNT(*) AS event_count FROM event GROUP BY harm_level_id;",aggregation
SELECT transaction_type FROM Financial_transactions GROUP BY transaction_type ORDER BY sum(transaction_amount) DESC LIMIT 1,aggregation
SELECT * FROM users WHERE roles_id = 'Role234' AND official_user_id = 'OU003';,anti_pattern_select_star
SELECT * FROM event_actions WHERE events_id = 'your_event_id' AND user_id = 'your_user_id' ORDER BY date_done DESC;,anti_pattern_select_star
SELECT * FROM event WHERE user_id = 1,anti_pattern_select_star
SELECT * FROM formsettings_summarytools;,anti_pattern_select_star
SELECT Tourist_Details FROM VISITORS,simple_select
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 60 DAY,anti_pattern_select_star
SELECT * FROM staff_directory ORDER BY id DESC LIMIT 45;,anti_pattern_select_star
"SELECT * FROM event WHERE harm_level_id = 'Unknown';""",anti_pattern_select_star
"SELECT first_name ,  middle_name ,  last_name FROM Students ORDER BY date_left ASC LIMIT 1",simple_select
"SELECT * FROM event_staff_roles WHERE \order\"" > 10 AND forms_id < 200 ORDER BY \""order\"" DESC;""",anti_pattern_select_star
SELECT * FROM hazards WHERE pharmacies_id = '65432' AND description <> '';,anti_pattern_select_star
"SELECT full_name, employee_id FROM staff_directory WHERE org_id = <organization_id>;",conditional_select
SELECT * FROM hazards WHERE created_by = 123 AND name LIKE '%fire%' AND is_open = 1 AND created_at >= NOW() - INTERVAL 7 DAY AND city = 'London' AND serial_number = '1234567890';,anti_pattern_select_star
"SELECT count(*) ,  T1.name FROM genres AS T1 JOIN tracks AS T2 ON T1.id = T2.genre_id GROUP BY T1.name;",aggregation
SELECT * FROM facilities WHERE trial_ends_at > '2025-01-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
SELECT venue FROM MATCH ORDER BY date DESC,simple_select
"SELECT count(DISTINCT dept_address) ,  school_code FROM department GROUP BY school_code",aggregation
"updated by a specific user, and belong to a specific organization, ordered by the tools ID in ascending order, and limited to 5 rows.,SELECT * FROM formsettings_summarytools WHERE forms_id = 789 AND updated_by = 123 AND organization_id = 456 ORDER BY tools_id ASC LIMIT 5;",anti_pattern_select_star
SELECT * FROM pharmacies WHERE DATE(activate_at) = CURRENT_DATE;,anti_pattern_select_star
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 110 DAY,anti_pattern_select_star
"SELECT T1.student_id ,  T2.login_name FROM Student_Course_Enrolment AS T1 JOIN Students AS T2 ON T1.student_id  =  T2.student_id GROUP BY T1.student_id ORDER BY COUNT(*) DESC LIMIT 1",aggregation
"SELECT Amount_Settled ,  Amount_Claimed FROM Claims ORDER BY Amount_Claimed DESC LIMIT 1",simple_select
"SELECT t3.lname FROM club AS t1 JOIN member_of_club AS t2 ON t1.clubid  =  t2.clubid JOIN student AS t3 ON t2.stuid  =  t3.stuid WHERE t1.clubname  =  ""Hopkins Student Enterprises""",join_heavy
"SELECT * FROM users WHERE updated_at >= (SELECT DATE_SUB(NOW(), INTERVAL 1 WEEK)) GROUP BY user_id HAVING COUNT(DISTINCT DATE(updated_at)) >= 2;",anti_pattern_select_star
SELECT full_name FROM staff_directory ORDER BY full_name ASC;,simple_select
SELECT * FROM pharmacies WHERE city = 'London' AND name LIKE '%hospital%' AND is_active = 1 AND created_at >= NOW() - INTERVAL 7 DAY;,anti_pattern_select_star
SELECT Citizenship FROM singer WHERE Birth_Year  <  1945 INTERSECT SELECT Citizenship FROM singer WHERE Birth_Year  >  1955,conditional_select
SELECT * FROM assets WHERE pharmacies_id IN (SELECT sf_id FROM pharmacies WHERE enabled_at < '2023-02-01' AND disabled_at > '2023-06-30');,anti_pattern_select_star
SELECT Theme FROM farm_competition ORDER BY YEAR ASC,simple_select
SELECT * FROM events WHERE events_type_id = 1 AND is_open = 1 AND created_at >= NOW() - INTERVAL 30 DAY;,anti_pattern_select_star
SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id  =  t2.ship_id WHERE t2.rank  =  'Midshipman' INTERSECT SELECT t1.name FROM ship AS t1 JOIN captain AS t2 ON t1.ship_id  =  t2.ship_id WHERE t2.rank  =  'Lieutenant',join_heavy
SELECT * FROM staff_directory WHERE locum_full_name IS NOT NULL;,anti_pattern_select_star
SELECT * FROM event WHERE harm_level_id = 'Severe';,anti_pattern_select_star
SELECT * FROM users WHERE roles_id = 'Role234' AND official_user_id = 'OU003';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT052';,anti_pattern_select_star
SELECT * FROM assets WHERE asset_type_id = 'AT108' OR asset_type_id = 'AT109';,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE facility_id = 789;,anti_pattern_select_star
"SELECT * FROM transactions WHERE YEAR(transaction_date) = YEAR(DATE_SUB(CURDATE(), INTERVAL 1 YEAR)) AND customer_gender = '<gender>';",anti_pattern_select_star
"SELECT full_name, official_user_id FROM staff_directory WHERE is_active = true;",conditional_select
SELECT * FROM event WHERE harm_level_id = 'Moderate',anti_pattern_select_star
SELECT * FROM events WHERE harmt BETWEEN 30 AND 50 AND is_open = TRUE ORDER BY harmt ASC LIMIT 30;,anti_pattern_select_star
SELECT * FROM event WHERE harm_level_id > 4;,anti_pattern_select_star
"SELECT facility.*, event.* FROM facility LEFT JOIN event ON facility.id = event.facility_id   ORDER BY facility.name ASC;",simple_join
"SELECT * FROM invoices WHERE due_date <= DATE_ADD(CURDATE(), INTERVAL 5 DAY) AND total_amount < 2000;",anti_pattern_select_star
"SELECT * FROM event WHERE facility_id IN (SELECT facility_id FROM event WHERE created_at >= DATE_SUB(CURRENT_TIMESTAMP, INTERVAL 3 MONTH)) ORDER BY created_at DESC;",anti_pattern_select_star
"SELECT max(T1.duration) ,  max(T2.resolution) ,  T2.languages FROM files AS T1 JOIN song AS T2 ON T1.f_id  =  T2.f_id GROUP BY T2.languages ORDER BY T2.languages",aggregation
"SELECT StuID FROM Student WHERE sex  =  'F' INTERSECT SELECT StuID FROM Sportsinfo WHERE sportname  =  ""Football""",conditional_select
"SELECT organizations.id, hazards.name FROM organizations JOIN hazards ON organizations.name LIKE '%Pharmacy%' AND organizations.id > 450;",simple_join
SELECT * FROM inventory WHERE quantity < 10;,anti_pattern_select_star
"SELECT * FROM purchases WHERE purchase_date BETWEEN DATE_SUB(CURDATE(), INTERVAL 3 DAY) AND CURDATE();",anti_pattern_select_star
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 105 DAY,anti_pattern_select_star
"SELECT COUNT(*) FROM MEDIATYPE AS T1 JOIN TRACK AS T2 ON T1.MediaTypeId  =  T2.MediaTypeId WHERE T1.Name  =  ""AAC audio file""",aggregation
"SELECT start_station_id ,  start_station_name FROM trip GROUP BY start_station_name HAVING COUNT(*)  >=  200",aggregation
"belong to a specific organization, and have a certain asset type ID, ordered by their serial numbers in ascending order, and limited to 50 rows.,SELECT * FROM assets WHERE updated_at >= NOW() - INTERVAL 7 DAYS AND organizations_id = 123 AND asset_type_id = 456 ORDER BY serial_number ASC LIMIT 50;",anti_pattern_select_star
SELECT * FROM events WHERE harmt BETWEEN 10 AND 20 AND is_open = FALSE;,anti_pattern_select_star
SELECT * FROM users WHERE roles_id = 'Role901' AND official_user_id = 'OU030';,anti_pattern_select_star
SELECT T1.Title FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID ORDER BY T2.Price DESC,simple_join
SELECT MIN(rating) AS minimum_rating FROM reviews;,aggregation
SELECT count(*) FROM College WHERE enr  >  15000,aggregation
SELECT * FROM users WHERE roles_id = 'Role567' AND official_user_id = 'OU026';,anti_pattern_select_star
"SELECT max(Weeks_on_Top) ,  min(Weeks_on_Top) FROM volume",aggregation
"SELECT title ,  directed_by FROM film",simple_select
SELECT Nationality FROM ship GROUP BY Nationality HAVING COUNT(*)  >  2,aggregation
"SELECT events_id, date_closed FROM event_actions WHERE date_done >= NOW() - INTERVAL 7 DAY;",conditional_select
SELECT * FROM staff_directory WHERE user_id IN (SELECT number FROM primes) AND job_title LIKE '%Expert%' AND professional_certification IS NOT NULL;,anti_pattern_select_star
"SELECT first_name ,  last_name ,  email_address FROM Owners WHERE state LIKE '%North%'",conditional_select
SELECT count(*) FROM Settlements,aggregation
SELECT MIN(timestamp) AS earliest_timestamp FROM log;,aggregation
SELECT * FROM facilities WHERE trial_ends_at > '2026-10-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
SELECT * FROM event_staff_roles WHERE forms_id = 5 AND facility_id = 10;,anti_pattern_select_star
SELECT * FROM events WHERE created_at >= NOW() - INTERVAL 7 DAY AND is_open = 0;,anti_pattern_select_star
SELECT product FROM product WHERE product != (SELECT max_page_size FROM product GROUP BY max_page_size ORDER BY count(*) DESC LIMIT 1),aggregation
SELECT * FROM event_actions WHERE user_id = 12345 AND date_done IS NOT NULL;,anti_pattern_select_star
SELECT customer_name FROM customers EXCEPT SELECT t1.customer_name FROM customers AS t1 JOIN customer_addresses AS t2 ON t1.customer_id  =  t2.customer_id JOIN addresses AS t3 ON t2.address_id  =  t3.address_id WHERE t3.state_province_county  =  'California',join_heavy
"SELECT facility_id, COUNT(*) FROM event_staff_roles GROUP BY facility_id ORDER BY facility_id;",aggregation
"SELECT T2.role_name ,  T2.role_description FROM Employees AS T1 JOIN ROLES AS T2 ON T1.role_code  =  T2.role_code WHERE T1.employee_name  =  ""Ebba""",simple_join
SELECT * FROM staff_directory WHERE is_active = false;,anti_pattern_select_star
"SELECT harm_level_id, COUNT(*) AS event_count FROM event GROUP BY harm_level_id;",aggregation
SELECT count(*) FROM Church WHERE Open_Date  <  1850,aggregation
"SELECT T1.booking_status_code FROM Apartment_Bookings AS T1 JOIN Apartments AS T2 ON T1.apt_id  =  T2.apt_id WHERE T2.apt_number  =  ""Suite 634""",simple_join
SELECT * FROM events WHERE harmt <> 0 AND is_open = TRUE ORDER BY harmt DESC LIMIT 100 OFFSET 30;,anti_pattern_select_star
"SELECT full_name, reg_number FROM staff_directory;",simple_select
SELECT StuID FROM Sportsinfo GROUP BY StuID HAVING sum(hoursperweek)  >  10,aggregation
"SELECT harm_level_id, COUNT(*) AS event_count FROM event WHERE closed_at IS NOT NULL GROUP BY harm_level_id;",aggregation
SELECT * FROM staff_directory WHERE official_user_id = 'OU016' OR employee_id = 'E7890';,anti_pattern_select_star
SELECT * FROM assets WHERE pharmacies_id = 'Pharma34' OR pharmacies_id = 'Pharma35';,anti_pattern_select_star
"SELECT * FROM formsettings_summarytools WHERE forms_id IN (123, 456);",anti_pattern_select_star
"SELECT region, SUM(revenue) AS total_revenue FROM sales GROUP BY region;",aggregation
SELECT SUM(revenue) AS total_revenue FROM sales WHERE category = <specific_category>;,aggregation
SELECT * FROM hazards WHERE created_by = 'your_user_id' AND pharmacies_id = 'your_pharmacy_id';,anti_pattern_select_star
SELECT DISTINCT T2.title FROM Rating AS T1 JOIN Movie AS T2 ON T1.mID  =  T2.mID JOIN Reviewer AS T3 ON T1.rID  =  T3.rID WHERE T3.name  =  'Brittany Harris' OR T2.year  >  2000,join_heavy
SELECT SUM(revenue) AS total_revenue FROM sales WHERE category = <specific_category>;,aggregation
SELECT * FROM pharmacies WHERE city = 'London' AND name LIKE '%hospital%' AND is_active = 1 AND created_at >= NOW() - INTERVAL 7 DAY;,anti_pattern_select_star
SELECT count(*) FROM Visitors WHERE Tourist_ID NOT IN ( SELECT Tourist_ID FROM Visits ),aggregation
SELECT staff_details FROM Research_Staff ORDER BY staff_details ASC,simple_select
SELECT * FROM hazards WHERE created_by = 123 AND name LIKE '%fire%' AND is_open = 1 AND created_at >= NOW() - INTERVAL 90 DAY;,anti_pattern_select_star
"SELECT event_type_id, COUNT(*) AS event_count FROM event GROUP BY event_type_id HAVING COUNT(*) = (SELECT MAX(cnt) FROM (SELECT COUNT(*) AS cnt FROM event GROUP BY event_type_id) AS subquery);",aggregation
SELECT * FROM events WHERE events_type_id = 'your_event_type_id' AND is_open = 1 AND date_created > 'your_date';,anti_pattern_select_star
SELECT * FROM staff_directory LIMIT 75;,anti_pattern_select_star
SELECT * FROM messages WHERE timestamp >= CURRENT_DATE() - INTERVAL 24 HOUR;,anti_pattern_select_star
SELECT * FROM facilities WHERE trial_ends_at > '2025-08-01' OR trial_ends_at < '2023-12-31';,anti_pattern_select_star
"SELECT count(*) ,  flag FROM ship GROUP BY flag",aggregation
SELECT name FROM Aircraft WHERE distance  >  (SELECT avg(distance) FROM Aircraft),aggregation
SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1,conditional_select
"SELECT Title FROM ALBUM AS T1 JOIN ARTIST AS T2 ON T1.ArtistId  =  T2.ArtistId WHERE T2.Name  =  ""AC/DC""",simple_join
"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""CHRISSY"" AND T1.lastname  =  ""NABOZNY""",aggregation
"SELECT user_id, COUNT(*) AS total_actions FROM event_actions GROUP BY user_id;",aggregation
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT061';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT191';,anti_pattern_select_star
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT203';,anti_pattern_select_star
"SELECT Open_Date ,  Open_Year FROM shop WHERE Shop_Name  =  ""Apple""",conditional_select
SELECT T1.course_name FROM Courses AS T1 JOIN Student_Course_Enrolment AS T2 ON T1.course_id  =  T2.course_id GROUP BY T1.course_name HAVING COUNT(*)  =  1,aggregation
SELECT * FROM events WHERE event_type_id = 'your_event_type_id' AND prescriber_id IS NOT NULL ORDER BY event_id ASC;,anti_pattern_select_star
SELECT min(loser_rank) FROM matches,aggregation
SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English'),join_heavy
SELECT * FROM staff_directory ORDER BY id DESC LIMIT 165,anti_pattern_select_star
"SELECT product_id ,  product_type_code FROM products ORDER BY product_price LIMIT 1",simple_select
SELECT * FROM assets WHERE active = TRUE AND asset_type_id = 'AT055';,anti_pattern_select_star
SELECT * FROM assets LIMIT 110;,anti_pattern_select_star
"SELECT MAX(DATEDIFF(updated_at, created_at)) AS max_days_difference FROM hazards;",aggregation
SELECT * FROM event_staff_roles WHERE created_at = '2023-01-01';,anti_pattern_select_star
SELECT * FROM events WHERE harmt <> 0 AND is_open = TRUE ORDER BY harmt DESC LIMIT 100;,anti_pattern_select_star
SELECT * FROM formsettings_summarytools WHERE facility_id IN (SELECT facility_id FROM facilities WHERE city LIKE 'M%') AND updated_by = (SELECT name FROM organizations WHERE name = updated_by);,anti_pattern_select_star
"SELECT sum(Spent) FROM Student JOIN Visits_Restaurant ON Student.StuID = Visits_Restaurant.StuID WHERE Student.Fname = ""Linda"" AND Student.Lname = ""Smith"";",aggregation
SELECT name FROM organizations;,simple_select
SELECT * FROM events WHERE date_created >= CURDATE() - INTERVAL 115 DAY;,anti_pattern_select_star
SELECT * FROM assets WHERE active = 1;,anti_pattern_select_star
"SELECT event_actions., staff_directory. FROM event_actions LEFT JOIN staff_directory ON event_actions.user_id = staff_directory.id ORDER BY event_actions.date LIMIT 10;",simple_join
"SELECT Grape ,  Winery ,  YEAR FROM WINE WHERE Price  >   100 ORDER BY YEAR",conditional_select
SELECT * FROM pharmacies WHERE created_at > '2023-01-01' AND activate_at < '2023-11-01';,anti_pattern_select_star
"SELECT count(*) ,  avg(age) ,  city_code FROM student WHERE sex  =  'M' GROUP BY city_code",aggregation
SELECT MAX(order_date) AS latest_order_date FROM orders;,aggregation
SELECT sum(T1.games) FROM home_game AS T1 JOIN team AS T2 ON T1.team_id = T2.team_id_br WHERE T2.name = 'Boston Red Stockings' AND T1.year BETWEEN 1990 AND 2000;,aggregation
"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",conditional_select
"SELECT name ,  address_road ,  city FROM branch ORDER BY open_year",simple_select
SELECT StuID FROM Student WHERE Sex  =  'M',conditional_select
"SELECT T1.Name ,  T1.Description FROM PHOTOS AS T1 JOIN TOURIST_ATTRACTIONS AS T2 ON T1.Tourist_Attraction_ID  =  T2.Tourist_Attraction_ID WHERE T2.Name  =  ""film festival""",simple_join
SELECT * FROM staff_directory WHERE user_id = '12345';,anti_pattern_select_star
"SELECT * FROM invoices WHERE due_date <= DATE_ADD(CURDATE(), INTERVAL 30 DAY);",anti_pattern_select_star
"SELECT users.id, users.official_user_id FROM users JOIN staff_directory ON users.official_user_id = staff_directory.official_user_id",simple_join
SELECT * FROM assets ORDER BY id DESC LIMIT 110;,anti_pattern_select_star
SELECT COUNT(*) AS active_asset_count FROM assets WHERE facility_id = 'your_facility_id' AND active = 1;,aggregation
"SELECT DISTINCT t2.customer_details FROM policies AS t1 JOIN customers AS t2 ON t1.customer_id  =  t2.customer_id WHERE t1.policy_type_code  =  ""Deputy"" OR t1.policy_type_code  =  ""Uniform""",simple_join
"SELECT * FROM assets WHERE asset_type_id IN ('AT001', 'AT002', 'AT003');",anti_pattern_select_star
"SELECT T3.Pilot_name ,  T2.Model FROM pilot_record AS T1 JOIN aircraft AS T2 ON T1.Aircraft_ID  =  T2.Aircraft_ID JOIN pilot AS T3 ON T1.Pilot_ID  =  T3.Pilot_ID",join_heavy
SELECT * FROM pharmacies WHERE activate_at IS NOT NULL OR activated_by IS NOT NULL;,anti_pattern_select_star
SELECT * FROM organizations WHERE country_name LIKE '%United%';,anti_pattern_select_star
SELECT name FROM program WHERE origin != 'Beijing',conditional_select
"SELECT user_id, profiles_id FROM users WHERE user_id = 'your_user_id' AND organization_id = 'your_organization_id';",conditional_select
"SELECT facility.*, COUNT(event.id) AS event_count FROM facility LEFT JOIN event ON facility.id = event.facility_id;",aggregation
"SELECT product_name ,  product_category_code FROM products ORDER BY product_price DESC LIMIT 1",simple_select
SELECT * FROM staff_directory WHERE official_user_id = 'OU021' OR employee_id = 'E4567';,anti_pattern_select_star
"SELECT sum(Enrollment) ,  affiliation FROM university WHERE founded  >  1850 GROUP BY affiliation",aggregation
SELECT * FROM events WHERE events_type_id = 123 AND is_open = 1;,anti_pattern_select_star
SELECT DISTINCT updated_by FROM formsettings_summarytools;,simple_select
"SELECT * FROM staff_directory WHERE pharmacies_id = 123 AND full_name = ""John Smith"";",anti_pattern_select_star
SELECT count(DISTINCT customer_id) FROM Accounts,aggregation
SELECT count(DISTINCT class_code) FROM CLASS,aggregation
"SELECT hazards., pharmacies. FROM hazards LEFT JOIN pharmacies ON hazards.pharmacies_id = pharmacies.id;",simple_join
"SELECT sum(T1.crs_credit) ,  T1.dept_code FROM course AS T1 JOIN CLASS AS T2 ON T1.crs_code  =  T2.crs_code GROUP BY T1.dept_code",aggregation
"SELECT * FROM event_actions WHERE user_pharmacy_id IN ('Pharma1', 'Pharma2', 'Pharma3') AND updated_at >= CURRENT_DATE - INTERVAL '7 days';",anti_pattern_select_star
SELECT * FROM hazards WHERE description LIKE '%color1%' OR description LIKE '%color2%' OR description LIKE '%color3%';,anti_pattern_select_star
SELECT name FROM user_profiles ORDER BY followers DESC LIMIT 5,simple_select
